,SMILES,Name,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
442,N#C/C(C(=O)O)=C/c(c1)sc(c12)cc(s2)-c3ccco3,443,301.3403,3.5379,2,0,4,20,0,0,3,130.71,53.335,73.001,35.444,N#CC(=Cc1sc2c(c1)sc(c2)c1ccco1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.08.020,thienothiophene,398.0,469.0,400.0,0.24,0.614,0.06
443,N#C/C(C(=O)O)=C/c(c1)sc(c12)cc(s2)-c3cccn3C,444,314.3821,3.7337,1,0,4,21,0,0,3,122.5,53.835,80.1431,38.422,N#CC(=Cc1sc2c(c1)sc(c2)c1cccn1C)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.08.020,thienothiophene,364.0,471.0,350.0,0.2,0.485,0.04
444,O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c(cc3)cc(c34)n(CCCC)c5c4ccc(c5)N(c6ccc(cc6)-c(c7)ccc(c78)c9c(C8(CC)CC)cccc9)c1ccc(cc1)-c(c1)ccc(c12)c1c(C2(CC)CC)cccc1,445,1090.4409,20.3539,1,0,16,81,0,0,13,125.74,162.508,332.7458,160.906,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ajoc.201402235,carbazole,488.0,575.0,596.0,11.5,0.61,4.2
445,O=C(O)/C(C#N)=C/c1sc(cc1)-c(cc2)cc(c23)n(CCCC)c4c3ccc(c4)N(c5ccc(cc5)-c(c6)ccc(c67)c8c(C7(CC)CC)cccc8)c9ccc(cc9)-c(c1)ccc(c12)c1c(C2(CC)CC)cccc1,446,1008.3172,18.6811,1,0,15,76,0,0,12,97.5,153.341,311.2663,149.548,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(cc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ajoc.201402235,carbazole,500.0,545.0,536.0,6.02,0.53,1.78
446,n1ccncc1-c(s2)ccc2-c(cc3)cc(n4CCCCCCC(=O)O)c3c(c45)ccc(c5)N(c6ccccc6)c7ccccc7,447,622.7779,9.484,2,0,12,46,0,0,7,99.49,96.837,180.4325,89.808,OC(=O)CCCCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1cnccn1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5qo00050e,carbazole,402.0,477.0,550.0,4.48,0.64,1.58
447,c1ccccc1N(c2ccccc2)c(c3)ccc(c34)c5c(n4CCCC)cc(cc5)-c6ccc(s6)-c7cnccn7,448,550.7152,9.4186,2,0,8,41,0,0,7,62.19,78.67,164.9641,83.58,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1cnccn1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5qo00050e,carbazole,402.0,478.0,448.0,2.99,0.67,0.89
448,c1cnccc1-c(s2)ccc2-c(cc3)cc(n4CCCCCCC(=O)O)c3c(c45)ccc(c5)N(c6ccccc6)c7ccccc7,449,621.7898,10.2061,1,0,12,46,0,0,7,86.6,95.837,182.9614,91.061,OC(=O)CCCCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccncc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,396.0,467.0,568.0,7.04,0.59,2.35
449,OC(=O)CCCCCCn1c(cc(cc2)N(c3ccccc3)c4ccccc4)c2c(c15)ccc(c5)-c6ccncc6,450,539.6661,8.5333,1,0,11,41,0,0,6,58.36,86.67,161.4819,79.703,OC(=O)CCCCCCn1c2cc(ccc2c2c1cc(cc2)c1ccncc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,375.0,425.0,568.0,5.16,0.62,1.81
450,c1ccccc1N(c2ccccc2)c(c3)ccc(c34)c5c(n4CCCC)cc(cc5)-c6ccc(s6)-c7ccncc7,451,549.7271,10.1407,1,0,8,41,0,0,7,49.3,77.67,167.493,84.833,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccncc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,396.0,464.0,548.0,5.63,0.6,1.84
451,c1ccccc1N(c2ccccc2)c(c3)ccc(c34)c5c([nH]4)cc(cc5)-c6ccc(s6)-c7ccncc7,452,493.6208,8.3178,1,1,5,37,0,0,7,60.16,71.67,150.1338,77.493,c1ccc(cc1)N(c1ccc2c(c1)[nH]c1c2ccc(c1)c1ccc(s1)c1ccncc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,394.0,465.0,540.0,5.8,0.6,1.89
452,c1cnccc1-c(c2)ccc(c23)c4c(n3CCCC)cc(cc4)N(c5ccccc5)c6ccccc6,453,467.6035,8.4679,1,0,7,36,0,0,6,21.06,68.503,146.0135,73.475,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccncc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,375.0,423.0,522.0,3.35,0.62,1.15
453,c1ccccc1N(c2ccccc2)c(c3)ccc(c34)c5c([nH]4)cc(cc5)-c6ccncc6,454,411.4971,6.645,1,1,4,32,0,0,6,31.92,62.503,128.6543,66.135,c1ccc(cc1)N(c1ccc2c(c1)[nH]c1c2ccc(c1)c1ccncc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,372.0,423.0,524.0,3.16,0.63,1.04
454,c1ccccc1N(c2ccccc2)c(c3)ccc(c34)c5c(n4CCCC)cc(cc5)-c6ccc(cc6)C(=O)O,455,510.6249,9.2229,0,0,8,39,0,0,6,45.47,82.837,154.9288,77.286,CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,376.0,442.0,520.0,3.07,0.61,0.97
455,F[P-](F)(F)(F)(F)F.C1CCc2cc(c3c(c2N14)CCC4)C(c5sc(cc5)P(=O)(O)O)=c6c([Se]3)c7c8=[N+](CCC7)CCCc8c6,456,741.523,5.8645,2,0,2,44,0,0,8,115.42,120.56,171.3838,67.779,F[P-](F)(F)(F)(F)F.OP(=O)(c1ccc(s1)C1=c2cc3CCC[N+]4=c3c(c2[Se]c2c1cc1CCCN3c1c2CCC3)CCC4)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/acs.langmuir.5b04275,selenorhodamine,629.0,643.0,207.0,3.3,0.2689999999999999,0.36
456,OC(=O)c1ccc(cc1)-c(c2)ccc(c23)c4c([nH]3)cc(cc4)N(c5ccccc5)c6ccccc6,457,454.5186,7.4,0,1,5,35,0,0,6,56.33,76.837,137.5696,69.946,OC(=O)c1ccc(cc1)c1ccc2c(c1)[nH]c1c2ccc(c1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201101923,carbazole,374.0,438.0,503.0,2.96,0.61,0.91
457,N#C\C(C(=O)O)=C\c(c1C)c(C)n(c12)[B-](F)(F)[N+]=3C(=C2CCCCC)C(C)=C(C3C)c4ccc(cc4)N(c5ccccc5)c6ccccc6,458,656.5711,9.3817,1,0,9,49,0,0,6,72.27,114.505,186.4538,84.291,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)/C=C(\C(=O)O)/C#N)(F)F)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.02.017,"carbazole,bodipy",552.0,,487.0,9.15,0.68,3.02
458,c1ccccc1N(c2ccccc2)c(cc3)cc(c34)n(CCCC)c5c4ccc(c5)-c6ccc(s6)C7=C(C=CC8c9ccc(s9)-c1ccncc1)[N+]=8[B-](F)(F)n(c17)c(cc1)-c1ccc(s1)-c1ccncc1,459,981.0157,15.2928,2,0,12,71,0,0,13,126.61,144.006,276.0425,138.211,CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)C1=C2C=CC(=[N+]2[B-](n2c1ccc2c1ccc(s1)c1ccncc1)(F)F)c1ccc(s1)c1ccncc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3nj00456b,"carbazole,bodipy",673.0,696.0,352.0,0.66,0.53,0.12
459,CCCCSC1=C(SCCCC)SC(S1)=Cc2ccc(s2)-c3ccc(s3)/C=C(\C#N)C(=O)O,460,551.8508,9.3872,5,0,11,33,0,0,3,218.77,73.501,150.8913,64.24,CCCCSC1=C(SCCCC)SC(=Cc2ccc(s2)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201402232,dithiafulvalene,461.0,584.0,540.0,6.94,0.62,2.34
460,O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)C(=C3SC(SCCCC)=C(S3)SCCCC)C(=C4SC(SCCCC)=C(S4)SCCCC)c5ccc(s5)-c6ccc(s6)/C=C(\C#N)C(=O)O,461,1101.6857,18.5966,10,0,24,66,0,0,6,437.54,146.336,299.3424,127.706,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc(s2)c2ccc(s2)/C=C(/C(=O)O)\C#N)c2ccc(s2)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201402232,dithiafulvalene,488.0,653.0,550.0,6.76,0.57,2.11
461,O=C(O)/C(C#N)=C\c1sc(cc1)-c2ccc(cc2)C(=C3SC(SCCCC)=C(S3)SCCCC)C(=C4SC(SCCCC)=C(S4)SCCCC)c5ccc(cc5)-c6ccc(s6)/C=C(/C#N)C(=O)O,462,1089.6303,18.2878,10,0,24,68,0,0,6,381.06,150.67,306.6558,130.838,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc(cc2)c2ccc(s2)C=C(C(=O)O)C#N)c2ccc(cc2)c2ccc(s2)C=C(C(=O)O)C#N)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201402232,dithiafulvalene,447.0,611.0,590.0,6.66,0.7,2.75
462,CCCCSC1=C(SCCCC)SC(S1)=Cc2ccc(cc2)-c3ccc(s3)-c4ccc(cc4)/C=C(\C#N)C(=O)O,463,621.919,10.9646,5,0,12,40,0,0,4,190.53,87.002,179.6842,78.73,CCCCSC1=C(SCCCC)SC(=Cc2ccc(cc2)c2ccc(s2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201402232,dithiafulvalene,438.0,559.0,650.0,11.33,0.71,5.24
463,O=C(O)/C(C#N)=C/c1ccc(cc1)-c2sc(cc2)-c3ccc(cc3)C(=C4SC(SCCCC)=C(S4)SCCCC)C(=C5SC(SCCCC)=C(S5)SCCCC)c6ccc(cc6)-c7ccc(s7)-c8ccc(cc8)/C=C(\C#N)C(=O)O,464,1241.8222,21.538,10,0,26,80,0,0,8,381.06,173.338,356.9282,156.686,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc(cc2)c2ccc(s2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)c2ccc(cc2)c2ccc(s2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201402232,dithiafulvalene,436.0,611.0,670.0,6.95,0.75,3.48
464,O=C(O)/C(C#N)=C/c1sc(cc1)-c(cc2)cc(c23)C(CC)(CC)c4c3ccc(c4)C(=C5SC(SCCCC)=C(S5)SCCCC)C(=C6SC(SCCCC)=C(S6)SCCCC)c(c7)ccc(c78)c9c(C8(CC)CC)cc(cc9)-c1ccc(s1)/C=C(\C#N)C(=O)O,465,1378.0562,24.3546,10,0,28,90,0,0,10,381.06,188.506,400.738,173.488,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(=C(S2)SCCCC)SCCCC)c2ccc3c(c2)C(CC)(CC)c2c3ccc(c2)c2ccc(s2)/C=C(/C(=O)O)\C#N)c2ccc3c(c2)C(CC)(CC)c2c3ccc(c2)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201402232,dithiafulvalene,439.0,617.0,630.0,5.02,0.72,2.28
465,c1cccc(c12)c3c(n2CC)ccc(c3)-c4cc(CCCCCC)c(s4)-c5cc(CCCCCC)c(s5)-c6sc(cc6CCCCCC)-c7sc(/C=C(/C#N)C(=O)O)c(c7)CCCCCC,466,955.4486,21.3522,1,0,26,66,0,0,7,178.98,129.005,281.2493,128.295,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.07.022,carbazole,,,600.0,13.7,0.42,3.4
466,O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(cc2)-c3ccc(cc3)N(c4ccc(cc4)OCCCCCC)c(cc5)cc(c56)c7c(n6CCCCCC)ccc(c7)N(c8ccc(cc8)OCCCCCC)c9ccc(cc9)-c1ccc(s1)-c1ccc(s1)/C=C(\C#N)C(=O)O,467,1304.7041,23.0949,4,0,30,93,0,0,11,265.01,201.174,375.1875,177.175,CCCCCCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/cssc.201300365,carbazole,497.0,647.0,620.0,7.92,0.68,3.34
467,N#C/C(C(=O)O)=C\c1ccc(s1)-c2c(cc(cc3)C(C)(C)C)c3c(c(c24)cc(cc4)C(C)(C)C)N(c5ccccc5)c6cccc(c67)cccc7,468,684.887,12.166,1,0,9,51,0,0,7,92.57,109.505,209.7784,99.897,N#C/C(=C\c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.02.006,anthracene,434.0,508.0,565.0,6.0,0.648,2.2
468,N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(s2)-c3c(cc(cc4)C(C)(C)C)c4c(c(c35)cc(cc5)C(C)(C)C)N(c6ccccc6)c7cccc(c78)cccc8,469,767.0107,13.8388,1,0,10,56,0,0,8,120.81,118.672,231.2579,111.255,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.02.006,anthracene,436.0,565.0,535.0,8.28,0.657,2.91
469,N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(c(c23)nsn3)-c4ccc(s4)-c5c(cc(cc6)C(C)(C)C)c6c(c(c57)cc(cc7)C(C)(C)C)N(c8ccccc8)c9cccc(c19)cccc1,470,901.1692,15.4852,3,0,11,65,0,0,10,174.83,137.173,268.9142,128.465,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.02.006,anthracene,486.0,633.0,520.0,9.8,0.633,3.23
470,N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(cc2)N3c(cccc4)c4CCc(c35)cccc5,471,448.5356,7.2408,1,0,5,33,0,0,5,92.57,76.003,131.3762,63.039,N#CC(=Cc1ccc(s1)c1ccc(cc1)N1c2ccccc2CCc2c1cccc2)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.11.002,iminodibenzyl,422.0,,657.0,10.67,0.68,4.8
471,c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4cc(CC(CCCC)CCCCCC)c(s4)-c(s5)cc(c56)c7c(non7)c8c6sc(c8)-c9sc(/C=C(\C#N)C(=O)O)cc9CC(CCCC)CCCCCC,472,1071.5256,22.1266,4,0,27,75,0,2,9,216.21,150.338,311.2249,143.609,CCCCCCC(Cc1cc(sc1c1cc2c(s1)c1sc(cc1c1c2non1)c1sc(cc1CC(CCCCCC)CCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am5067145,triphenylamine,462.0,658.0,700.0,12.6,0.71,6.18
472,N#C/C(C(=O)O)=C/c1ccc(s1)-c2ccc(cc2)N3c(cccc4)c4C=Cc(c35)cccc5,473,446.5197,6.7962,1,0,5,33,0,0,5,92.57,77.003,132.4928,62.847,N#CC(=Cc1ccc(s1)c1ccc(cc1)N1c2ccccc2C=Cc2c1cccc2)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.11.002,iminostilbene,470.0,,665.0,11.04,0.72,5.27
473,N#C/C(C(=O)O)=C/c1ccc(s1)/C=C/c2ccc(cc2)N3c(cccc4)c4CCc(c35)cccc5,474,474.5729,7.6019,1,0,6,35,0,0,5,92.57,80.003,141.6948,66.517,N#CC(=Cc1ccc(s1)C=Cc1ccc(cc1)N1c2ccccc2CCc2c1cccc2)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.11.002,iminodibenzyl,467.0,,665.0,11.3,0.69,5.21
474,N#C/C(C(=O)O)=C/c1ccc(s1)/C=C/c2ccc(cc2)N3c(cccc4)c4C=Cc(c35)cccc5,475,472.557,7.1573,1,0,6,35,0,0,5,92.57,81.003,142.8114,66.325,N#CC(=Cc1ccc(s1)C=Cc1ccc(cc1)N1c2ccccc2C=Cc2c1cccc2)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.11.002,iminostilbene,498.0,,649.0,13.14,0.68,5.83
475,N#C/C(C(=O)O)=C\c(n1)ccc(c12)cc(cc2)-n3c(ccc(c4)OC)c4c(c35)cc(cc5)OC,476,449.4575,5.402,4,0,6,34,0,0,5,97.37,82.504,124.6518,60.126,N#C/C(=C\c1ccc2c(n1)ccc(c2)n1c2ccc(cc2c2c1ccc(c2)OC)OC)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.saa.2017.09.002,carbazole,452.0,550.0,580.0,2.09,0.62,0.75
476,CCCCCCCCCCCCn1c(cccc2)c2c(c13)cc(cc3)-c(nc(c45)ccc(c5)-c6ccc(s6)/C=C(/C#N)C(=O)O)c(n4)-c(c7)ccc(c78)n(c9c8cccc9)CCCCCCCCCCCC,477,974.3458,19.8396,3,0,26,72,0,0,9,124.97,143.006,292.1037,135.818,CCCCCCCCCCCCn1c2ccccc2c2c1ccc(c2)c1nc2ccc(cc2nc1c1ccc2c(c1)c1ccccc1n2CCCCCCCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.ijhydene.2016.09.161,carbazole,445.0,,600.0,5.84,0.62,2.17
477,CCCCCCn1c(cccc2)c2c(c13)cc(cc3)-c(c(n4)-c(c5)ccc(c56)n(c7c6cccc7)CCCCCC)nc(c48)ccc(c8)-c9ccc(s9)/C=C(/C#N)C(=O)O,478,806.0269,14.3652,3,0,14,60,0,0,9,124.97,125.006,236.8917,113.798,CCCCCCn1c2ccccc2c2c1ccc(c2)c1nc2ccc(cc2nc1c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.ijhydene.2016.09.161,carbazole,425.0,,660.0,8.91,0.55,3.17
478,N#C\C(C(=O)O)=C\c(s1)ccc1-c(cc2)cc(c23)nc(-c(c4)ccc(n5CCCC)c4c(c56)cccc6)c(n3)-c(c7)ccc(c78)n(CCCC)c9c8cccc9,479,749.9206,12.5404,3,0,10,56,0,0,9,124.97,119.006,218.4877,106.458,CCCCn1c2ccc(cc2c2c1cccc2)c1nc2cc(ccc2nc1c1ccc2c(c1)c1ccccc1n2CCCC)c1ccc(s1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.ijhydene.2016.09.161,carbazole,435.0,,680.0,10.41,0.6,4.27
479,N#C/C(C(=O)O)=C/c1ccc(s1)-c(c2)ccc(c23)nc(-c(c4)ccc(c45)n(CC)c6c5cccc6)c(n3)-c(c7)ccc(c78)n(CC)c9c8cccc9,480,693.8142,10.5806,3,0,8,52,0,0,9,124.97,113.006,200.2373,99.118,N#CC(=Cc1ccc(s1)c1ccc2c(c1)nc(c(n2)c1ccc2c(c1)c1ccccc1n2CC)c1ccc2c(c1)c1ccccc1n2CC)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1016/j.ijhydene.2016.09.161,carbazole,445.0,,620.0,7.31,0.57,2.58
480,N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)cc(c3c24)CCCN3CCC4,481,350.4341,4.5314,1,0,4,25,0,0,4,92.57,58.669,100.1845,43.757,N#C/C(=C\c1ccc(s1)c1cc2CCCN3c2c(c1)CCC3)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2013.07.028,julolidine,458.0,618.0,353.0,7.53,0.57,1.52
481,OC(=O)CN1C(=S)S/C(C1=O)=C\c(c2)cc(c3c24)CCCN3CCC4,482,374.4771,3.7274,2,0,3,25,0,0,4,118.24,60.336,105.4422,42.961,OC(=O)CN1C(=S)S/C(=C\c2cc3CCCN4c3c(c2)CCC4)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2013.07.028,julolidine,540.0,765.0,314.0,3.47,0.61,0.66
482,O=C(O)/C(C#N)=C/c(s1)cc(c12)n(-c3ccc(cc3)OC)c4c2sc(c4)-c(c5)ccc(c56)c7c(C6(CCCCCC)CCCCCC)cc(cc7)-c(c8)sc(c89)c1c(cc(s1)/C=C(/C#N)C(=O)O)n9-c1ccc(cc1)OC,483,1091.3861,18.1146,4,0,19,77,0,0,11,263.46,170.924,302.7153,142.989,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OC)c1sc2c(c1)n(c1c2sc(c1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.04.046,fluorene,514.0,,669.0,13.76,0.691,6.36
483,O=C(O)/C(C#N)=C/c1sc(cc1)-c(c2)ccc(c23)/C(C(=O)N3CCCCCC)=C(c(c45)ccc(Br)c5)\C(=O)N4CCCCCC,484,686.6577,9.0206,3,0,13,45,0,0,5,129.95,105.421,181.6821,78.988,CCCCCCN1C(=O)/C(=C/2\c3ccc(cc3N(C2=O)CCCCCC)Br)/c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2013.09.039,isoindigo,400.0,,660.0,6.4,0.71,3.0
484,O=C(O)/C(C#N)=C/c1sc(cc1)-c(c2)ccc(c23)/C(C(=O)N3CCCCCC)=C(\C(=O)N4CCCCCC)c(c45)ccc(c5)-c6ccc(s6)/C=C(\C#N)C(=O)O,485,784.9416,9.7496,4,0,15,56,0,0,6,219.28,139.672,217.9368,95.608,CCCCCCN1C(=O)/C(=C/2\c3ccc(cc3N(C2=O)CCCCCC)c2ccc(s2)/C=C(/C(=O)O)\C#N)/c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2013.09.039,isoindigo,400.0,,630.0,6.24,0.65,2.57
485,CCCCCCCCn1c(cccc2)c2c(c13)c4c(cc3)ccc5c4c6c(ccc(c6)/C=C(\C#N)C(=O)O)n5CCCCCCCC,486,625.8415,12.1743,1,0,15,47,0,0,6,70.95,97.171,189.3456,86.438,CCCCCCCCn1c2ccccc2c2c1ccc1c2c2c3cc(ccc3n(c2cc1)CCCCCCCC)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solmat.2009.11.014,carbazole,435.0,556.0,660.0,8.4,0.57,3.18
486,CCCCCCn1c(c2c(c13)cccc3)ccc(c2)-c4c(/C=C(\C#N)C(=O)O)sc(/C=C(\C#N)C(=O)O)c4-c(c5)ccc(c56)n(c7c6cccc7)CCCCCC,487,772.9524,12.3302,2,0,14,57,0,0,7,160.28,131.839,223.5051,102.91,CCCCCCn1c2ccc(cc2c2c1cccc2)c1c(/C=C(/C(=O)O)\C#N)sc(c1c1ccc2c(c1)c1ccccc1n2CCCCCC)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2017.07.019,carbazole,393.0,,696.0,6.3,0.7,3.2
