Name,SMILES,VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima
367,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(o1)C=C1SC(=S)N(C1=O)CC(=O)O,487,3.6,0.7,1.23,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2014.05.024,phenothiazine,556,
368,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(o1)/C=C(\C(=O)O)/C#N,590,13.64,0.66,5.31,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2014.05.024,phenothiazine,553,
369,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(s1)C=C1SC(=S)N(C1=O)CC(=O)O,451,7.3,0.69,2.26,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2014.05.024,phenothiazine,541,
370,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(s1)/C=C(\C(=O)O)/C#N,580,11.85,0.67,4.61,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2014.05.024,phenothiazine,536,
371,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,634.7,11.6,0.7011,5.2,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2011.02.012,phenothiazine,482,
372,CCCCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,738.1,10.2,0.6881,5.2,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2011.02.012,phenothiazine,416,
373,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,580,3.72,0.66,1.43,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/cssc.201300365,phenothiazine,490,656
374,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)C#Cc1ccc(cc1)C#Cc1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N,796,12.49,0.748,7.44,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201601427,phenothiazine,448,
375,CCCCn1c2cc(C#Cc3ccc4c(c3)Sc3c(N4CCCCCC)ccc(c3)/C=C(\C(=O)O)/C#N)ccc2c2c1cc(C#Cc1ccc3c(c1)Sc1c(N3CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N)cc2,797,11.78,0.707,6.64,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201601427,phenothiazine,413,
376,CCCCC1(CCCC)c2cc(ccc2c2c1cc(cc2)C#Cc1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N)C#Cc1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N,814,11.38,0.726,6.72,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201601427,phenothiazine,449,
377,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)C#Cc1ccc(cc1)c1ccc(cc1)C#Cc1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N,764,10.9,0.728,6.06,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201601427,phenothiazine,449,
379,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCCCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,695,8.817,0.68,4.03,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.05.035,phenothiazine,402,
381,N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,675,5.76,0.6853,2.66,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1166/jnn.2017.14076,phenothiazine,405,
382,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)N2c3ccccc3Sc3c2cccc3)c2ccc(cc2)/C=C/2\SC(=S)N(C2=O)CC(=O)O)/C1=O,558,2.73,0.7346,1.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1166/jnn.2017.14076,phenothiazine,476,
383,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(c2c1nsn2)c1ccc2c(c1)Sc1c(N2CCCCCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,780,15.42,0.68,8.5,I/I3,TiO2,AM 1.5G,10.1002/cplu.201600492,phenothiazine,486,580
384,CCC(CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)C1=CC=C(C1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc2c(c1)ccc(c2c1c(OCCCCC(CC)CC)ccc2c1cccc2)OCCCCC(CC)CC)CC,706,7.12,0.5463,2.74,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.06.068,phenothiazine,472,
385,CCC(CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)C1=CC=C(C1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc2c(c1)ccc(c2)OCCCCC(CC)CC)CC,734,12.06,0.6006,5.32,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.06.068,phenothiazine,466,
386,CCC(CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)C1=CC=C(C1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCC(CC)CC)CC,730,12.63,0.6175,5.64,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.06.068,phenothiazine,471,
387,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)n1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,745,13.11,0.66,6.17,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.06.151,"phenothiazine,carbazole",417,
388,CCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)n1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,739,14.68,0.68,7.11,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.06.151,"phenothiazine,carbazole",448,
389,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,745,16.92,0.67,7.97,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.06.151,"phenothiazine,carbazole",461,
390,CCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,713,15.99,0.66,7.55,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2017.06.151,"phenothiazine,carbazole",456,
396,CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(cc2)c2ccc(cc2)c2ccc3c(c2)N(CCCC)c2c(S3)ccc(c2)/C=C(/C(=O)O)\C#N)S1,780,13.84,0.71,7.66,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.05.120,phenothiazine,382,611
397,CCCCCCOc1cc(ccc1C=C1SC(=C(S1)SCCCCCC)SCCCCCC)c1ccc2c(c1)N(CCCC)c1c(S2)ccc(c1)/C=C(/C(=O)O)\C#N,720,11.51,0.73,6.05,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.05.120,phenothiazine,387,615
398,CCCCN1c2cc(ccc2Sc2c1cc(cc2)/C=C(/C(=O)O)\C#N)c1ccc(cc1F)C=C1SC(=C(S1)SCCCCCC)SCCCCCC,780,11.86,0.73,6.75,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.05.120,phenothiazine,383,608
399,CCCCN1c2cc(ccc2Sc2c1cc(cc2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C1SC(=C(S1)SCCCCCC)SCCCCCC,680,10.02,0.73,4.97,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.05.120,phenothiazine,450,634
400,CCCCN1c2cc(ccc2Sc2c1cc(cc2)/C=C(/C(=O)O)\C#N)C=C1SC(=C(S1)SCCCCCC)SCCCCCC,670,9.33,0.73,4.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.05.120,phenothiazine,467,642
401,CCCCN1c2cc(ccc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,730,8.6,0.7,4.39,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.05.120,phenothiazine,437,620
402,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1nc3ccccc3nc1n2CC(CCCC)CC)CC,745,14.2,0.71,7.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.06.127,"indoloquinoxaline,phenothiazine",456,
403,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1nc3ccccc3nc1n2CC(CCCC)CC)CC,757,15.3,0.71,8.28,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.06.127,"indoloquinoxaline,phenothiazine",484,
404,CCCCC(CN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,705,14,0.69,6.82,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.06.127,phenothiazine,467,
405,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C\c1cc(c2ccc(s2)/C=C(\C(=O)O)/C#N)c(cc1/C=C/c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccc(s1)C=C(C(=O)O)C#N,648,10.8,0.6365,4.5,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2010.06.013,phenothiazine,395,550
406,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1cc(c(cc1c1ccc(s1)/C=C(/C(=O)O)\C#N)/C=C/c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,528.5,4.8,0.5935,1.5,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2010.06.013,phenothiazine,382,549
407,CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C/c1ccc2c(c1)Sc1c(N2CCCCCCCC)cccc1,740,11.11,0.59,4.84,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2012.02.077,"triphenylamine, phenothiazine",409,
408,CCCCCCC(Cc1cc(sc1c1sc2c(c1)c1nonc1c1c2sc(c1)c1sc(cc1CC(CCCCCC)CCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)Sc1c(N2CC)cccc1)CCCC,690,10.92,0.7,5.27,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/am5067145,phenothiazine,462,698
409,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)/C=C(\C(=O)O)/C#N,512,7.7,0.67,2.65,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.02.001,phenothiazine,530,
410,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)ccc(c1)C1=C(C)C2[N+](=C1C)[B-](F)(F)n1c(C2CCCCC)c(C)c(c1C)c1ccc(o1)/C=C(/C(=O)O)\C#N)C)(F)F)C)c1ccc(o1)/C=C(\C(=O)O)/C#N,548,11.82,0.7,4.52,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.02.001,phenothiazine,555,
411,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)ccc(c1)C1=C(C)C2[N+](=C1C)[B-](F)(F)n1c(C2CCCCC)c(C)c(c1C)/C=C(/C(=O)O)\C#N)C)(F)F)C)/C=C(/C(=O)O)\C#N,522,10.02,0.67,3.52,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.02.001,phenothiazine,534,
412,COc1ccc(cc1)N1c2ccc(cc2Oc2c1cccc2)c1ccc(o1)/C=C(/C(=O)O)\C#N,660,10.8,0.7063,5.09,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2017.01.035,phenoxazine,508,652
413,CCCCC(COc1c2c3sc(cc3sc2c2c(c1OCC(CCCC)CC)c1sc(cc1s2)/C=C(\C(=O)O)/C#N)c1ccc(c2c1nc(c1csc(c1)C)c(n2)c1ccc(s1)C)c1ccc2c(c1)c1ccccc1n2CC(CCCC)CC)CC,690,10.54,0.63,4.63,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.12.044,carbazole,481,
414,CCCCC(COc1c2c3sc(cc3sc2c2c(c1OCC(CCCC)CC)c1sc(cc1s2)/C=C(\C(=O)O)/C#N)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2CC(CCCC)CC)CC,680,12.21,0.65,5.46,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.12.044,carbazole,494,
415,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)c1ccc(s1)/C=C(/C(=O)O)\C#N)(F)F)C)c1ccc2c(c1)Sc1c(N2CCCCCCN2c3ccccc3Sc3c2ccc(c3)C2=C(C)C3=C(CCCCC)c4n([B-]([N+]3=C2C)(F)F)c(c(c4C)/C=C(/C(=O)O)\C#N)C)cccc1)C,590,12.16,0.68,4.89,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.05.079,phenothiazine,535,
416,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)/C=C(/C(=O)O)\C#N)(F)F)C)c1ccc2c(c1)Sc1c(N2CCCCCCN2c3ccccc3Sc3c2ccc(c3)C2=C(C)C3=C(CCCCC)c4n([B-]([N+]3=C2C)(F)F)c(c(c4C)/C=C(/C(=O)O)\C#N)C)cccc1)C,550,9.44,0.63,3.24,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.05.079,phenothiazine,532,
417,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)/C=C(/C(=O)O)\C#N)(F)F)C)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)C,500,6.46,0.71,2.28,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.05.079,phenothiazine,532,
418,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)/C=C(/C(=O)O)\C#N)(F)F)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C,490,6.17,0.71,2.14,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.05.079,phenothiazine,532,
419,N#C/C(=C/c1ccc2c(c1)Sc1c(N2CCCCCOc2ccc(cc2)OCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,756,12.26,0.66,6.14,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.12.028,phenothiazine,424,
420,N#C/C(=C/c1ccc2c(c1)Sc1c(N2CCCCCOc2cccc(c2)OCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,740,11.92,0.66,5.85,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.12.028,phenothiazine,414,
421,N#C/C(=C/c1ccc2c(c1)Sc1c(N2CCCCCOc2ccccc2OCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,705,10.92,0.68,5.25,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.12.028,phenothiazine,420,
422,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n2CC)/C(=O)O,670,10.56,0.63,4.46,I/I3,TiO2,AM 1.5G,10.1021/cm8003276,"carbazole,hexylthiophene",485,
423,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cccc2)c1ccc2c(c1)Sc1c(N2c2ccc3c(c2)sc2c3sc3c2ccc(c3)c2cc(c(s2)C=C(C(=O)O)C#N)C)ccc(c1)c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2cccc1,689,9.56,0.69,4.54,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acs.joc.6b00192,phenothiazine,420,
424,CCCCN1c2ccc(cc2Sc2c1cccc2)c1nc2c(n1CCCC)c(ccc2c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/C(=O)O)\C#N,670,3.76,0.74,1.89,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201600766,phenothiazine,370,491
425,CCCCN1c2ccc(cc2Sc2c1cccc2)c1nc2c(n1CCCC)c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,650,6.89,0.73,3.28,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201600766,phenothiazine,427,513
426,CCCCN1c2ccc(cc2Sc2c1cccc2)c1nc2c(n1CCCC)c(ccc2c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,700,6.71,0.66,3.13,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201600766,phenothiazine,444,534
427,CCN1c2ccc(cc2Sc2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)C=C1SC(=S)N(C1=O)CC(=O)O,658,10.6,0.7,4.91,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1590/s0103-50532011000400023,phenothiazine,489,635
428,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1cc2c(s1)c1c(n2CCCCCC)ccs1,610,14.2,0.67,5.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,488,
429,CCCCCCOc1ccc(cc1)n1c2cc(sc2c2c1ccs2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,640,13.5,0.66,5.7,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,473,
430,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)/C=C\C(=O)O)/C=C/C1=CC(=C2C(=O)N(CC)C(=S)N(C2=O)CC)C=C(O1)/C=C\c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)/C=C/C(=O)O)CC,571,2.22,0.73,0.93,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.06.024,phenothiazine,520,
431,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)/C=C/C(=O)O)/C=C\C1=CC(=C(C#N)C#N)C=C(O1)/C=C/c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)/C=N\C(=O)O)CC,661,6.7,0.64,2.82,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.06.024,phenothiazine,478,
432,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)c1ccc(cc1)OCCCC,742,17.18,0.59,7.48,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.01.055,phenothiazine,476,
433,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)cccc1,688,15.4,0.62,6.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.01.055,phenothiazine,488,
434,CCCCC(CN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,661,14.63,0.63,6.14,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2016.01.055,phenothiazine,500,
435,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)C=C1SC(=C(S1)SC)SC,690,10.2,0.74,5.22,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2016.05.175,phenothiazine,448,635
436,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C1SC(=C(S1)SC)SC)c1ccc(cc1)C=C(C(=O)O)C#N,640,12.63,0.72,5.81,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2016.05.175,phenothiazine,472,666
438,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1nc(c([nH]1)c1ccc(cc1)OC)c1ccc(cc1)OC,690,11.5,0.69,5.52,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2016.08.011,phenothiazine,403,
439,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1nc(c([nH]1)c1ccccc1)c1ccccc1,700,10.58,0.66,4.87,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2016.08.011,phenothiazine,406,
441,CCCCC(COc1c2c3sc(cc3sc2c2c(c1OCC(CCCC)CC)c1sc(cc1s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)n(CC(CCCC)CC)c1c2cc(cc1)c1sc2c(c1)sc1c2c(OCC(CCCC)CC)c(OCC(CCCC)CC)c2c1sc1c2sc(c1)/C=C(\C(=O)O)/C#N)CC,680,12.23,0.64,5.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2016.12.044,carbazole,467,
442,CCCCC(CN1c2ccc(cc2Sc2c1ccc(c2)/C=C\C(=O)O)/C=C/C1=C/C(=C\2/C(=O)c3c(C2=C(C#N)C#N)cccc3)/C=C(O1)/C=C\c1ccc2c(c1)Sc1c(N2CC(CCCC)CC)ccc(c1)/C=C/C(=O)O)CC,473,0.379,0.65,0.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.06.024,phenothiazine,581,
443,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,695,8.713,0.68,4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.05.035,phenothiazine,402,
444,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)c1cc2c(s1)c1c(n2c2ccc3c(c2)C(CCCC)(CCCC)c2c3cccc2)cc(s1)/C=C(\C(=O)O)/C#N,694.4,10.88,0.65,4.87,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2015.07.019,phenothiazine,493,
445,CCCCCC1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)c1ccc(o1)/C=C(/C(=O)O)\C#N)(F)F)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C,546,10.91,0.61,3.61,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2017.02.017,"phenoxazine,bodipy",556,
446,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1ccs2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,670,13,0.66,5.75,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,483,
447,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1,720,15.5,0.69,7.7,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2017.08.012,phenothiazine,513,
448,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(c2c1nn(n2)CCCCCCCC)c1ccc2c(c1)Sc1c(N2CCCCCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,780,12.8,0.68,7,I/I3,TiO2,AM 1.5G,10.1002/cplu.201600492,phenothiazine,474,613
449,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1cccc2)c1cccc(n1)c1ccc2c(c1)Sc1c(N2CCCCCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,820,11.57,0.6826,6.7,I/I3,TiO2,AM 1.5G,10.1002/cplu.201600492,phenothiazine,472,663
450,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)C(=[N+]1C2Cc2n([B-]1(F)F)c(c1c2cccc1)c1ccccc1OC)c1ccccc1OC,720,19.09,0.56,7.69,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c7nj01735a,"phenothiazine,bodipy",638,668
452,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,820,11.3,0.56,5.24,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,438,
453,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,879,13.7,0.62,7.45,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,438,
