VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
549,12.71,0.721,5.04,"0.6 M dimethylpropyl-imidazolium iodide, 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",0.25,-,-,TiO2 film (8 + 5 um thick),119 nmol/cm2,15 hours,AM 1.5G 100mW/cm2,-,Lingamallu Giribabu and Naresh Duvva and Seelam Prasanthkumar and Surya Prakash Singh and Liyuan Han and Idriss Bedja and Ravindra Kumar Gupta and Ashraful Islam,Effect of spacers and anchoring groups of extended $\uppi$-conjugated tetrathiafulvalene based sensitizers on the performance of dye sensitized solar cells,Sustainable Energy Fuels,1,10.1039/c6se00014b,345--353,2,,01/01/2017,Giribabu_2017,,,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)c2ccc(s2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)S1,tetrathiafulvalene,440,600,DMF
576,10.92,0.724,4.55,"0.6 M dimethylpropyl-imidazolium iodide, 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",0.25,-,-,TiO2 film (8 + 5 um thick),86.3 nmol/cm2,15 hours,AM 1.5G 100mW/cm2,-,Lingamallu Giribabu and Naresh Duvva and Seelam Prasanthkumar and Surya Prakash Singh and Liyuan Han and Idriss Bedja and Ravindra Kumar Gupta and Ashraful Islam,Effect of spacers and anchoring groups of extended $\uppi$-conjugated tetrathiafulvalene based sensitizers on the performance of dye sensitized solar cells,Sustainable Energy Fuels,1,10.1039/c6se00014b,345--353,2,,01/01/2017,Giribabu_2017,,,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)S1,tetrathiafulvalene,385,580,DMF
601,15.48,0.709,6.6,"0.6 M dimethylpropyl-imidazolium iodide, 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",0.25,-,-,TiO2 film (8 + 5 um thick),127 nmol/cm2,15 hours,AM 1.5G 100mW/cm2,-,Lingamallu Giribabu and Naresh Duvva and Surya Prakash Singh and Liyuan Han and Idriss M. Bedja and Ravindra Kumar Gupta and Ashraful Islam,Stable and charge recombination minimized $\uppi$-extended thioalkyl substituted tetrathiafulvalene dye-sensitized solar cells,Mater. Chem. Front.,1,10.1039/c6qm00070c,460--467,3,,01/01/2017,Giribabu_2017,,,CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,tetrathiafulvalene,421,606,dichloromethane
650,15.09,0.729,7.15,"0.6 M dimethylpropyl-imidazolium iodide, 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",0.25,-,-,TiO2 film (8 + 5 um thick),110 nmol/cm2,15 hours,AM 1.5G 100mW/cm2,-,Lingamallu Giribabu and Naresh Duvva and Surya Prakash Singh and Liyuan Han and Idriss M. Bedja and Ravindra Kumar Gupta and Ashraful Islam,Stable and charge recombination minimized $\uppi$-extended thioalkyl substituted tetrathiafulvalene dye-sensitized solar cells,Mater. Chem. Front.,1,10.1039/c6qm00070c,460--467,3,,01/01/2017,Giribabu_2017,,,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(C#Cc4ccc(s4)/C=C(/C(=O)O)\C#N)ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)S1,tetrathiafulvalene,445,570,dichloromethane
630,0.76,0.54,0.26,"0.6 M 1-butyl-3-methylimidazolium iodide, 0.03 M iodine, 0.1 M guanidine thiocyanate, and 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15 v/v)",-,-,-,TiO2 film 7 um thick,-,-,AM 1.5G 100mW/cm2,-,Ute Meinhardt and Fabian Lodermeyer and Tobias A. Schaub and Andreas Kunzmann and Pavlo O. Dral and Anna Chiara Sale and Frank Hampel and Dirk M. Guldi and Ruben D. Costa and Milan Kivala,N-Heterotriangulene chromophores with 4-pyridyl anchors for dye-sensitized solar cells,{RSC} Adv.,6,10.1039/c6ra14799b,67372--67377,71,,01/01/2016,Meinhardt_2016,,,CC1(C)c2cc(cc3c2N2c4c1cccc4C(c1c2c(C3(C)C)ccc1)(C)C)c1ccncc1,N-heterotriangulenes,364,448,dichloromethane
710,11.01,0.78,6.08,"0.06 M LiI, 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.6 M 1-propyl-3-methylimidazolium iodide (PMII), and 0.5 M tert-butylpyridine in acetonitrile",0.16,0.8 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Zhenhua Ci and Xiaoqiang Yu and Ming Bao and Chaolei Wang and Tingli Ma,Influence of the benzo[d]thiazole-derived $\uppi$-bridges on the optical and photovoltaic performance of D{\textendash}$\uppi${\textendash}A dyes,Dyes and Pigments,96,10.1016/j.dyepig.2012.11.004,619--625,3,,01/01/2013,Ci_2013,,,N#C/C(=C\c1ccc(s1)c1ccc(c2c1sc(n2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,420,592,THF
870,1.11,0.6228,0.61,not specified,0.25,-,-,ZnO 8 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Partha Pratim Das and Anurag Roy and Sumita Das and Parukuttyamma Sujatha Devi,"Enhanced stability of Zn2SnO4 with N719, N3 and eosin Y dye molecules for {DSSC} application",Phys. Chem. Chem. Phys.,18,10.1039/c5cp04716a,1429--1438,3,,01/01/2016,Pratim_Das_2016,,,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,"N3, Ruthenium",,,-
700,2.14,0.66,0.98,"0.6 M 1-butyl-3-methylimidazolium iodide, 0.03 M iodine, 0.1 M guanidine thiocyanate, and 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15 v/v)",-,-,-,TiO2 film 7 um thick,-,-,AM 1.5G 100mW/cm2,-,Ute Meinhardt and Fabian Lodermeyer and Tobias A. Schaub and Andreas Kunzmann and Pavlo O. Dral and Anna Chiara Sale and Frank Hampel and Dirk M. Guldi and Ruben D. Costa and Milan Kivala,N-Heterotriangulene chromophores with 4-pyridyl anchors for dye-sensitized solar cells,{RSC} Adv.,6,10.1039/c6ra14799b,67372--67377,71,,01/01/2016,Meinhardt_2016,,,CC1(C)c2cc(cc3c2N2c4c1cc(cc4C(c1c2c(C3(C)C)ccc1)(C)C)c1ccncc1)c1ccncc1,N-heterotriangulenes,376,443,dichloromethane
520,1.31,0.56,0.39,"0.6 M 1-butyl-3-methylimidazolium iodide, 0.03 M iodine, 0.1 M guanidine thiocyanate, and 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15 v/v)",-,-,-,ZnO film,-,-,AM 1.5G 100mW/cm2,-,Ute Meinhardt and Fabian Lodermeyer and Tobias A. Schaub and Andreas Kunzmann and Pavlo O. Dral and Anna Chiara Sale and Frank Hampel and Dirk M. Guldi and Ruben D. Costa and Milan Kivala,N-Heterotriangulene chromophores with 4-pyridyl anchors for dye-sensitized solar cells,{RSC} Adv.,6,10.1039/c6ra14799b,67372--67377,71,,01/01/2016,Meinhardt_2016,,,CC1(C)c2cc(cc3c2N2c4c1cc(cc4C(c1c2c(C3(C)C)ccc1)(C)C)c1ccncc1)c1ccncc1,N-heterotriangulenes,376,443,dichloromethane
700,2.34,0.45,0.75,"0.6 M 1-butyl-3-methylimidazolium iodide, 0.03 M iodine, 0.1 M guanidine thiocyanate, and 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15 v/v)",-,-,-,TiO2 film 7 um thick,-,-,AM 1.5G 100mW/cm2,-,Ute Meinhardt and Fabian Lodermeyer and Tobias A. Schaub and Andreas Kunzmann and Pavlo O. Dral and Anna Chiara Sale and Frank Hampel and Dirk M. Guldi and Ruben D. Costa and Milan Kivala,N-Heterotriangulene chromophores with 4-pyridyl anchors for dye-sensitized solar cells,{RSC} Adv.,6,10.1039/c6ra14799b,67372--67377,71,,01/01/2016,Meinhardt_2016,,,CC1(C)c2cc(cc3c2N2c4c1cc(cc4C(c1c2c(C3(C)C)cc(c1)c1ccncc1)(C)C)c1ccncc1)c1ccncc1,N-heterotriangulenes,373,439,dichloromethane
651,10.95,0.64,4.56,"0.6 M 1-methyl-3-propylimidazoliumiodide (PMII), 0.05 M LiI, 0.10 M guanidinium thiocyanate, 0.03 M I2 and 0.5 M tertbutylpyridine) in acetonitrile/valeronitrile (85:15, v/v)",0.16,-,-,TiO2 film 16 um thick,451 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Fangshuai Zhang and Jie Fan and Huijuan Yu and Zhuofeng Ke and Changming Nie and Daibin Kuang and Guang Shao and Chengyong Su,Nonplanar Organic Sensitizers Featuring a Tetraphenylethene Structure and Double Electron-Withdrawing Anchoring Groups,The Journal of Organic Chemistry,80,10.1021/acs.joc.5b01140,9034--9040,18,,01/01/2015,Zhang_2015,,,N#C/C(=C/c1ccc(s1)c1ccc(cc1)C(=C(c1ccc(cc1)N(CC)CC)c1ccc(cc1)N(CC)CC)c1ccc(cc1)Br)/C(=O)O,Tetraphenylethene,502,,dichloromethane
688,13.2,0.67,6.08,"0.6 M 1-methyl-3-propylimidazoliumiodide (PMII), 0.05 M LiI, 0.10 M guanidinium thiocyanate, 0.03 M I2 and 0.5 M tertbutylpyridine) in acetonitrile/valeronitrile (85:15, v/v)",0.16,-,-,TiO2 film 16 um thick,581 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Fangshuai Zhang and Jie Fan and Huijuan Yu and Zhuofeng Ke and Changming Nie and Daibin Kuang and Guang Shao and Chengyong Su,Nonplanar Organic Sensitizers Featuring a Tetraphenylethene Structure and Double Electron-Withdrawing Anchoring Groups,The Journal of Organic Chemistry,80,10.1021/acs.joc.5b01140,9034--9040,18,,01/01/2015,Zhang_2015,,,CCN(c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(CC)CC)CC,Tetraphenylethene,488,,dichloromethane
660,11.4,0.74,5.56,"1.0 M 1, 3-dimethylimidiazolium iodide, 0.030 M iodine, 0.050 M LiI, 0.10 M guanidinium thiocyanate, and 0.50 M tert-butylpyridine in 15/85 (v/v) mixture of valeronitrile and acetonitrile",0.159,5 mM CDCA,-,TiO2 film (11 um transparent + 3 um scat­tering layer),-,-,AM 1.5G 100mW/cm2,-,Dong Wook Chang and Hyo Joong Lee and Jong H. Kim and Soo Young Park and Su-Moon Park and Liming Dai and Jong-Beom Baek,Novel Quinoxaline-Based Organic Sensitizers for Dye-Sensitized Solar Cells,Organic Letters,13,10.1021/ol2012378,3880--3883,15,,01/01/2011,Chang_2011,,,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,500,,THF
787,15.58,0.67,8.22,"0.6 M 1-butyl-3-methylimidazolium iodide (BMII), 0.1 M LiI, 0.05 M I2 and 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile",0.16,1 mM DCA,-,TiO2 film (9 um transparent + 4 um scat­tering layer),388 nmol/cm2,10 hours,AM 1.5G 100mW/cm2,-,Bo-So Chen and Dong-Yi Chen and Chao-Ling Chen and Che-Wei Hsu and Hui-Chu Hsu and Kuan-Lin Wu and Shih-Hung Liu and Pi-Tai Chou and Yun Chi,Donor{\textendash}acceptor dyes with fluorine substituted phenylene spacer for dye-sensitized solar cells,J. Mater. Chem.,21,10.1039/c0jm02433c,1937--1945,6,,01/01/2011,Chen_2011,,,N#C/C(=C\c1ccc(cc1F)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,420,615,DMF
754,14.73,0.65,7.25,"0.6 M 1-butyl-3-methylimidazolium iodide (BMII), 0.1 M LiI, 0.05 M I2 and 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile",0.16,1 mM DCA,-,TiO2 film (9 um transparent + 4 um scat­tering layer),373 nmol/cm2,10 hours,AM 1.5G 100mW/cm2,-,Bo-So Chen and Dong-Yi Chen and Chao-Ling Chen and Che-Wei Hsu and Hui-Chu Hsu and Kuan-Lin Wu and Shih-Hung Liu and Pi-Tai Chou and Yun Chi,Donor{\textendash}acceptor dyes with fluorine substituted phenylene spacer for dye-sensitized solar cells,J. Mater. Chem.,21,10.1039/c0jm02433c,1937--1945,6,,01/01/2011,Chen_2011,,,N#C/C(=C\c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,477,,dichloromethane
735,15.78,0.6,7,"0.6 M 1-butyl-3-methylimidazolium iodide (BMII), 0.1 M LiI, 0.05 M I2 and 0.5 M 4-tert-butylpyridine (TBP) in dry acetonitrile",0.16,1 mM DCA,-,TiO2 film (9 um transparent + 4 um scat­tering layer),381 nmol/cm2,10 hours,AM 1.5G 100mW/cm2,-,Bo-So Chen and Dong-Yi Chen and Chao-Ling Chen and Che-Wei Hsu and Hui-Chu Hsu and Kuan-Lin Wu and Shih-Hung Liu and Pi-Tai Chou and Yun Chi,Donor{\textendash}acceptor dyes with fluorine substituted phenylene spacer for dye-sensitized solar cells,J. Mater. Chem.,21,10.1039/c0jm02433c,1937--1945,6,,01/01/2011,Chen_2011,,,N#C/C(=C\c1ccc(c(c1)F)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,440,625,DMF
950,7.75,0.62,4.53,"spiro-OMeTAD, tert-butylpyridine, and Li(CF3SO2)2Nin chlorobenzene",0.16,-,-,TiO2 film (9 um transparent + 4 um scat­tering layer),-,10 hours,AM 1.5G 100mW/cm2,solid state DSSC,Bo-So Chen and Dong-Yi Chen and Chao-Ling Chen and Che-Wei Hsu and Hui-Chu Hsu and Kuan-Lin Wu and Shih-Hung Liu and Pi-Tai Chou and Yun Chi,Donor{\textendash}acceptor dyes with fluorine substituted phenylene spacer for dye-sensitized solar cells,J. Mater. Chem.,21,10.1039/c0jm02433c,1937--1945,6,,01/01/2011,Chen_2011,,,N#C/C(=C\c1ccc(cc1F)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,420,615,DMF
584,12.5,0.68,4.9,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,-,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#CC(=Cc1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,triphenylamine,521,,chloroform
606,13.7,0.69,5.7,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,1.5 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#CC(=Cc1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,triphenylamine,521,,chloroform
598,13.4,0.67,5.4,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,3 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#CC(=Cc1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,triphenylamine,521,,chloroform
601,14.4,0.67,5.8,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,-,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,491,,chloroform
605,15.2,0.68,6.3,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,1.5 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,491,,chloroform
582,15,0.71,6.2,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,3 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,491,,chloroform
595,13.4,0.68,5.4,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,-,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,519,,chloroform
608,14.1,0.7,6,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,1.5 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,519,,chloroform
589,13.2,0.72,5.6,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.16,3 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Xiaobing Cheng and Siyuan Sun and Mao Liang and Yongbo Shi and Zhe Sun and Song Xue,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells,Dyes and Pigments,92,10.1016/j.dyepig.2011.09.019,1292--1299,3,,01/01/2012,Cheng_2012,,,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,519,,chloroform
710,10.43,0.76,5.63,"0.06 M LiI, 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.6 M 1-propyl-3-methylimidazolium iodide (PMII), and 0.5 M tert-butylpyridine in acetonitrile",0.16,0.8 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Zhenhua Ci and Xiaoqiang Yu and Ming Bao and Chaolei Wang and Tingli Ma,Influence of the benzo[d]thiazole-derived $\uppi$-bridges on the optical and photovoltaic performance of D{\textendash}$\uppi${\textendash}A dyes,Dyes and Pigments,96,10.1016/j.dyepig.2012.11.004,619--625,3,,01/01/2013,Ci_2013,,,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(s2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,423,573,THF
680,8.38,0.76,4.24,"0.06 M LiI, 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.6 M 1-propyl-3-methylimidazolium iodide (PMII), and 0.5 M tert-butylpyridine in acetonitrile",0.16,-,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Zhenhua Ci and Xiaoqiang Yu and Ming Bao and Chaolei Wang and Tingli Ma,Influence of the benzo[d]thiazole-derived $\uppi$-bridges on the optical and photovoltaic performance of D{\textendash}$\uppi${\textendash}A dyes,Dyes and Pigments,96,10.1016/j.dyepig.2012.11.004,619--625,3,,01/01/2013,Ci_2013,,,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,416,583,THF
680,9.44,0.75,4.82,"0.06 M LiI, 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.6 M 1-propyl-3-methylimidazolium iodide (PMII), and 0.5 M tert-butylpyridine in acetonitrile",0.16,0.8 mM CDCA,-,TiO2 12 um thick,-,-,AM 1.5G 100mW/cm2,-,Zhenhua Ci and Xiaoqiang Yu and Ming Bao and Chaolei Wang and Tingli Ma,Influence of the benzo[d]thiazole-derived $\uppi$-bridges on the optical and photovoltaic performance of D{\textendash}$\uppi${\textendash}A dyes,Dyes and Pigments,96,10.1016/j.dyepig.2012.11.004,619--625,3,,01/01/2013,Ci_2013,,,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,416,583,THF
572,2.32,0.706,0.9,"1.0M1,3-dimethylimidazolium iodide, 0.05 M lithium iodide (LiI), 0.03 M iodine, 0.5 M tert-butylpyridine and 0.1 M guanidinium thiocyanate in an 85:15 (v/v) acetonitrile/valeronitrile mixture",0.16,2 mM CDCA,-,TiO2 film (6 um transparent + 5 um scat­tering layer),-,6 hours,AM 1.5G 100mW/cm2,-,Chao-Feng Du and Lei Jiang and Lei Sun and Nian-Yu Huang and Wei-Qiao Deng,A D{\textendash}$\uppi${\textendash}A{\textendash}$\uppi${\textendash}A type dye for highly efficient dye-sensitized solar cells,{RSC} Adv.,5,10.1039/c5ra05287d,37574--37580,47,,01/01/2015,Du_2015,,,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C12OCCOC2=C(SC1)c1ccc(c2c1nsn2)C=C(C(=O)O)C#N,triphenylamine,563,,chlorobenzene
678,12.91,0.717,6.3,"1.0M1,3-dimethylimidazolium iodide, 0.05 M lithium iodide (LiI), 0.03 M iodine, 0.5 M tert-butylpyridine and 0.1 M guanidinium thiocyanate in an 85:15 (v/v) acetonitrile/valeronitrile mixture",0.16,2 mM CDCA,-,TiO2 film (4 um transparent + 5 um scat­tering layer),-,6 hours,AM 1.5G 100mW/cm2,-,Chao-Feng Du and Lei Jiang and Lei Sun and Nian-Yu Huang and Wei-Qiao Deng,A D{\textendash}$\uppi${\textendash}A{\textendash}$\uppi${\textendash}A type dye for highly efficient dye-sensitized solar cells,{RSC} Adv.,5,10.1039/c5ra05287d,37574--37580,47,,01/01/2015,Du_2015,,,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C12OCCOC2=C(SC1)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine,,,-
688,16.44,0.712,8.1,"1.0M1,3-dimethylimidazolium iodide, 0.05 M lithium iodide (LiI), 0.03 M iodine, 0.5 M tert-butylpyridine and 0.1 M guanidinium thiocyanate in an 85:15 (v/v) acetonitrile/valeronitrile mixture",0.16,2 mM CDCA,-,TiO2 film (6 um transparent + 5 um scat­tering layer),-,6 hours,AM 1.5G 100mW/cm2,-,Chao-Feng Du and Lei Jiang and Lei Sun and Nian-Yu Huang and Wei-Qiao Deng,A D{\textendash}$\uppi${\textendash}A{\textendash}$\uppi${\textendash}A type dye for highly efficient dye-sensitized solar cells,{RSC} Adv.,5,10.1039/c5ra05287d,37574--37580,47,,01/01/2015,Du_2015,,,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C12OCCOC2=C(SC1)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine,,,-
